Order ID,Customer Name,Mobile Number,Email ID,Order Date,Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility (%),Item Weight,Sales,Rating,Outlet Age,Sales per Weight,Visibility Bucket,Rating Bucket,Item Category,Payment Mode,Delivery Status,Discount %,Quantity,City
249829,Vihaan Verma,9710035705,vihaan.verma3@outlook.com,2026-03-14,Regular,FDP36,Baking Goods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,9.17,10.4,49.0008,4.0,6,4.71,Medium,Good,Food,Card,Delivered,5,3,Jaipur
15137,Myra Rao,9833494374,myra.rao3@gmail.com,2026-06-27,Regular,FDR12,Baking Goods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,3.17,12.6,172.5764,4.0,6,13.7,Low,Good,Food,UPI,Delivered,0,2,Lucknow
421360,Aarav Malhotra,9750636853,aarav.malhotra2@yahoo.co.in,2026-02-24,Regular,FDA35,Baking Goods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,5.41,14.85,124.1072,4.0,6,8.36,Medium,Good,Food,UPI,Returned,0,4,Lucknow
603577,Diya Sharma,9992863693,diya.sharma2@yahoo.co.in,2026-04-14,Regular,FDV12,Baking Goods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,6.12,16.7,100.0384,4.0,6,5.99,Medium,Good,Food,UPI,Delivered,20,5,Lucknow
836333,Vivaan Iyer,9411525641,vivaan.iyer5@yahoo.co.in,2026-07-25,Regular,FDH60,Baking Goods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,8.12,19.7,198.411,4.0,6,10.07,Medium,Good,Food,Cash on Delivery,Returned,0,5,Jaipur
791426,Arjun Joshi,9650643305,arjun.joshi2@hotmail.com,2026-04-16,Regular,FDZ47,Baking Goods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,7.43,20.7,98.7042,4.0,6,4.77,Medium,Good,Food,Cash on Delivery,Delivered,0,1,Jaipur
873840,Sneha Rao,9406965148,sneha.rao4@hotmail.com,2026-07-26,Regular,FDT11,Breads,2020,OUT017,Tier 2,High,Neighborhood Supermarket,2.95,5.94,189.4556,4.0,6,31.89,Low,Good,Food,Wallet,Delivered,0,1,Jaipur
245067,Priya Desai,9268272563,priya.desai2@gmail.com,2026-02-03,Regular,FDR59,Breads,2020,OUT017,Tier 2,High,Neighborhood Supermarket,6.42,14.5,262.7594,4.0,6,18.12,Medium,Good,Food,Card,Delivered,20,3,Jaipur
674690,Karan Pillai,9930092241,karan.pillai2@gmail.com,2026-04-05,Regular,FDR01,Canned,2020,OUT017,Tier 2,High,Neighborhood Supermarket,5.39,5.4,198.2742,4.0,6,36.72,Medium,Good,Food,Cash on Delivery,Delivered,15,2,Lucknow
784361,Arjun Gupta,9177155367,arjun.gupta4@gmail.com,2026-05-11,Regular,FDF26,Canned,2020,OUT017,Tier 2,High,Neighborhood Supermarket,4.69,6.82,153.7998,4.0,6,22.55,Low,Good,Food,UPI,Cancelled,10,2,Pune
787630,Nikhil Iyer,9317421152,nikhil.iyer2@outlook.com,2026-02-17,Regular,FDI38,Canned,2020,OUT017,Tier 2,High,Neighborhood Supermarket,7.18,13.35,206.9638,4.0,6,15.5,Medium,Good,Food,Cash on Delivery,Delivered,15,1,Jaipur
689244,Arjun Reddy,9192693609,arjun.reddy6@outlook.com,2026-06-02,Regular,FDR25,Canned,2020,OUT017,Tier 2,High,Neighborhood Supermarket,14.03,17.0,265.6884,4.0,6,15.63,Medium,Good,Food,Card,Cancelled,20,2,Jaipur
50150,Aadhya Menon,9970739955,aadhya.menon3@gmail.com,2026-03-27,Regular,FDQ01,Canned,2020,OUT017,Tier 2,High,Neighborhood Supermarket,16.16,19.7,255.2014,4.0,6,12.95,High,Good,Food,Card,Delivered,10,5,Jaipur
264407,Divya Gupta,9131039868,divya.gupta2@hotmail.com,2026-05-01,Regular,FDU01,Canned,2020,OUT017,Tier 2,High,Neighborhood Supermarket,1.21,20.25,183.5924,4.0,6,9.07,Low,Good,Food,Wallet,Delivered,0,5,Lucknow
108353,Ishaan Nair,9863594123,ishaan.nair2@hotmail.com,2026-05-21,Regular,FDC16,Dairy,2020,OUT017,Tier 2,High,Neighborhood Supermarket,2.07,11.5,85.054,4.0,6,7.4,Low,Good,Food,UPI,Delivered,10,5,Lucknow
962100,Vivaan Bhatt,9075674537,vivaan.bhatt4@yahoo.co.in,2026-04-13,Regular,FDZ26,Dairy,2020,OUT017,Tier 2,High,Neighborhood Supermarket,14.48,11.6,239.8222,4.0,6,20.67,Medium,Good,Food,UPI,Delivered,10,4,Lucknow
219854,Divya Joshi,9709642256,divya.joshi1@gmail.com,2026-03-22,Regular,FDW26,Dairy,2020,OUT017,Tier 2,High,Neighborhood Supermarket,10.77,11.8,224.1772,4.0,6,19.0,Medium,Good,Food,Wallet,Delivered,10,4,Lucknow
851713,Ayaan Chopra,9385160312,ayaan.chopra6@outlook.com,2026-06-09,Regular,FDZ50,Dairy,2020,OUT017,Tier 2,High,Neighborhood Supermarket,7.95,12.8,181.7608,4.0,6,14.2,Medium,Good,Food,Wallet,Delivered,10,2,Pune
10991,Aadhya Chopra,9191442381,aadhya.chopra6@yahoo.co.in,2026-04-13,Regular,FDE40,Dairy,2020,OUT017,Tier 2,High,Neighborhood Supermarket,9.97,15.6,63.1194,4.0,6,4.05,Medium,Good,Food,Card,Delivered,0,2,Jaipur
49914,Sneha Singh,9454032741,sneha.singh1@hotmail.com,2026-03-11,Regular,FDY15,Dairy,2020,OUT017,Tier 2,High,Neighborhood Supermarket,17.18,18.25,154.663,4.0,6,8.47,High,Good,Food,UPI,Delivered,0,1,Pune
499196,Sneha Iyer,9546422559,sneha.iyer1@gmail.com,2026-02-23,Regular,FDN28,Frozen Foods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,3.04,5.88,103.099,4.0,6,17.53,Low,Good,Food,Cash on Delivery,Delivered,15,5,Pune
61045,Divya Rao,9227192074,divya.rao4@hotmail.com,2026-05-01,Regular,FDH04,Frozen Foods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,1.14,6.12,92.4488,4.0,6,15.11,Low,Good,Food,Cash on Delivery,Delivered,5,2,Lucknow
431509,Pari Rao,9411486297,pari.rao1@yahoo.co.in,2026-02-04,Regular,FDI05,Frozen Foods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,12.76,8.35,76.5354,4.0,6,9.17,Medium,Good,Food,UPI,Delivered,15,2,Lucknow
262130,Sai Menon,9832845381,sai.menon4@gmail.com,2026-03-18,Regular,FDI53,Frozen Foods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,13.84,8.9,163.0236,4.0,6,18.32,Medium,Good,Food,Cash on Delivery,Delivered,5,3,Lucknow
985893,Aadhya Mehta,9291660400,aadhya.mehta5@outlook.com,2026-02-18,Regular,FDE05,Frozen Foods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,3.26,10.9,147.7102,4.0,6,13.55,Low,Good,Food,Wallet,Delivered,0,4,Jaipur
240256,Priya Menon,9989368701,priya.menon4@gmail.com,2026-05-19,Regular,FDC05,Frozen Foods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,9.93,13.1,198.1768,4.0,6,15.13,Medium,Good,Food,Wallet,Delivered,0,3,Lucknow
823001,Arjun Reddy,9721518474,arjun.reddy7@outlook.com,2026-06-04,Regular,FDQ28,Frozen Foods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,6.08,14.0,154.8656,4.0,6,11.06,Medium,Good,Food,Card,Delivered,10,3,Lucknow
714517,Krishna Kumar,9400054312,krishna.kumar2@gmail.com,2026-02-01,Regular,FDH28,Frozen Foods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,11.07,15.85,36.9506,4.0,6,2.33,Medium,Good,Food,Cash on Delivery,Delivered,5,1,Pune
56375,Aadhya Pillai,9226492327,aadhya.pillai2@gmail.com,2026-05-29,Regular,FDA28,Frozen Foods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,4.81,16.1,126.5362,4.0,6,7.86,Low,Good,Food,Cash on Delivery,Delivered,10,2,Jaipur
985547,Reyansh Rao,9244503893,reyansh.rao2@gmail.com,2026-06-03,Regular,FDX04,Frozen Foods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,4.18,19.6,48.8376,4.0,6,2.49,Low,Good,Food,Card,Delivered,10,1,Jaipur
593203,Ishaan Gupta,9476499523,ishaan.gupta3@gmail.com,2026-03-06,Regular,FDV52,Frozen Foods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,12.22,20.7,119.7466,4.0,6,5.78,Medium,Good,Food,Cash on Delivery,Returned,10,4,Lucknow
679661,Ishaan Menon,9253774226,ishaan.menon2@outlook.com,2026-03-15,Regular,FDT07,Fruits and Vegetables,2020,OUT017,Tier 2,High,Neighborhood Supermarket,7.78,5.82,254.533,4.0,6,43.73,Medium,Good,Food,Cash on Delivery,Delivered,20,5,Lucknow
616139,Divya Kapoor,9716484351,divya.kapoor2@hotmail.com,2026-04-23,Regular,FDO31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,2.91,6.76,79.296,4.0,6,11.73,Low,Good,Food,Wallet,Delivered,10,5,Pune
973934,Riya Patel,9454626055,riya.patel3@gmail.com,2026-05-29,Regular,FDN08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,8.89,7.72,119.3466,4.0,6,15.46,Medium,Good,Food,Card,Delivered,0,1,Jaipur
443836,Saanvi Malhotra,9385558859,saanvi.malhotra2@yahoo.co.in,2026-06-09,Regular,FDY08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,17.2,9.4,139.9838,4.0,6,14.89,High,Good,Food,Wallet,Delivered,0,3,Pune
285728,Vihaan Kumar,9918903477,vihaan.kumar7@gmail.com,2026-04-15,Regular,FDM08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,5.39,10.1,225.6088,4.0,6,22.34,Medium,Good,Food,Cash on Delivery,Delivered,15,3,Pune
53330,Anika Kapoor,9449958539,anika.kapoor3@outlook.com,2026-04-19,Regular,FDO08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,5.41,11.1,165.9526,4.0,6,14.95,Medium,Good,Food,Wallet,Delivered,20,1,Lucknow
170864,Nikhil Mehta,9111308321,nikhil.mehta4@gmail.com,2026-03-03,Regular,FDJ44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,10.69,12.3,173.7396,4.0,6,14.13,Medium,Good,Food,Cash on Delivery,Cancelled,0,2,Pune
500644,Anika Joshi,9216176251,anika.joshi5@hotmail.com,2026-02-20,Regular,FDW19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,3.87,12.35,110.657,4.0,6,8.96,Low,Good,Food,Cash on Delivery,Delivered,5,4,Lucknow
29107,Kavya Joshi,9973102983,kavya.joshi7@outlook.com,2026-06-07,Regular,FDY20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,8.22,12.5,91.4488,4.0,6,7.32,Medium,Good,Food,Card,Delivered,0,2,Pune
512107,Aadhya Kapoor,9312652810,aadhya.kapoor3@gmail.com,2026-07-18,Regular,FDZ08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,11.06,12.5,80.6592,4.0,6,6.45,Medium,Good,Food,Wallet,Delivered,10,2,Pune
803898,Aadhya Malhotra,9074988871,aadhya.malhotra3@gmail.com,2026-02-28,Regular,FDO20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,15.3,12.85,253.7382,4.0,6,19.75,High,Good,Food,Wallet,Returned,20,1,Lucknow
118858,Kavya Sharma,9054840438,kavya.sharma2@gmail.com,2026-03-19,Regular,FDR19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,16.06,13.5,147.0102,4.0,6,10.89,High,Good,Food,Cash on Delivery,Returned,15,1,Pune
806406,Divya Pillai,9008666581,divya.pillai6@gmail.com,2026-02-04,Regular,FDX32,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,10.04,15.1,144.7786,4.0,6,9.59,Medium,Good,Food,Wallet,Returned,20,2,Pune
935191,Aarav Malhotra,9539362233,aarav.malhotra2@hotmail.com,2026-05-23,Regular,FDQ08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,1.9,15.7,60.5536,4.0,6,3.86,Low,Good,Food,UPI,Delivered,0,5,Pune
754468,Aditya Kumar,9936469549,aditya.kumar1@outlook.com,2026-05-05,Regular,FDF56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,12.01,16.7,181.2976,4.0,6,10.86,Medium,Good,Food,Cash on Delivery,Cancelled,5,3,Jaipur
111266,Pari Rao,9465920548,pari.rao6@outlook.com,2026-06-08,Regular,FDW07,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,14.35,18.0,88.7514,4.0,6,4.93,Medium,Good,Food,Card,Delivered,10,2,Lucknow
206018,Priya Nair,9885073257,priya.nair2@gmail.com,2026-02-24,Regular,FDH44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,2.6,19.1,148.2418,4.0,6,7.76,Low,Good,Food,Cash on Delivery,Delivered,15,1,Lucknow
160211,Ira Desai,9916290772,ira.desai4@outlook.com,2026-01-27,Regular,FDU20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,2.16,19.35,120.5098,4.0,6,6.23,Low,Good,Food,Cash on Delivery,Returned,15,5,Pune
856268,Diya Kumar,9692523209,diya.kumar3@yahoo.co.in,2026-04-15,Regular,FDX31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,1.49,20.35,232.3958,4.0,6,11.42,Low,Good,Food,Wallet,Delivered,10,3,Jaipur
564802,Pari Pillai,9966272507,pari.pillai3@gmail.com,2026-02-06,Regular,FDG09,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,4.82,20.6,188.0556,4.0,6,9.13,Low,Good,Food,Wallet,Delivered,15,1,Jaipur
180726,Sneha Menon,9012008407,sneha.menon2@outlook.com,2026-07-20,Regular,FDP31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,16.24,21.1,64.9168,4.0,6,3.08,High,Good,Food,Card,Delivered,5,1,Jaipur
655818,Sneha Rao,9588222724,sneha.rao1@outlook.com,2026-06-27,Regular,FDT39,Meat,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,0.99,6.26,152.8366,4.0,6,24.41,Low,Good,Food,UPI,Delivered,5,3,Pune
547003,Vivaan Chopra,9859931785,vivaan.chopra5@outlook.com,2026-02-17,Regular,FDW39,Meat,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,6.54,6.69,176.937,4.0,6,26.45,Medium,Good,Food,Cash on Delivery,Cancelled,15,2,Pune
348976,Arjun Chopra,9878734053,arjun.chopra2@outlook.com,2026-04-21,Regular,FDS27,Meat,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,1.25,10.2,195.111,4.0,6,19.13,Low,Good,Food,Card,Delivered,0,2,Pune
120934,Karan Sharma,9867677037,karan.sharma1@gmail.com,2026-05-25,Regular,FDO15,Meat,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,0.86,16.75,72.4038,4.0,6,4.32,Low,Good,Food,Cash on Delivery,Delivered,10,1,Pune
544573,Kavya Desai,9379672803,kavya.desai3@hotmail.com,2026-02-06,Regular,FDU51,Meat,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,9.71,20.2,178.6028,4.0,6,8.84,Medium,Good,Food,Card,Returned,15,5,Jaipur
835179,Kavya Verma,9671999465,kavya.verma4@gmail.com,2026-02-21,Regular,FDW21,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,0.6,5.34,100.4358,4.0,6,18.81,Low,Good,Food,Card,Delivered,15,2,Lucknow
942882,Aditya Verma,9012357822,aditya.verma2@outlook.com,2026-06-08,Regular,FDW57,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,11.63,8.31,176.9028,4.0,6,21.29,Medium,Good,Food,Card,Delivered,0,1,Lucknow
410158,Krishna Singh,9394970834,krishna.singh4@hotmail.com,2026-07-13,Regular,FDM45,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,8.87,8.65,122.5756,4.0,6,14.17,Medium,Good,Food,Wallet,Returned,0,4,Jaipur
970862,Ananya Agarwal,9062629536,ananya.agarwal4@yahoo.co.in,2026-04-15,Regular,FDS09,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,8.15,8.9,49.8008,4.0,6,5.6,Medium,Good,Food,UPI,Returned,20,5,Pune
931609,Vihaan Rao,9441487774,vihaan.rao3@gmail.com,2026-01-31,Regular,FDG58,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,8.73,10.7,153.7972,4.0,6,14.37,Medium,Good,Food,Wallet,Delivered,10,2,Jaipur
12372,Ira Bhatt,9599418836,ira.bhatt4@gmail.com,2026-06-22,Regular,FDP22,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,9.97,14.65,50.9666,4.0,6,3.48,Medium,Good,Food,UPI,Delivered,10,1,Jaipur
85642,Nikhil Mehta,9808988093,nikhil.mehta5@gmail.com,2026-04-15,Regular,FDV57,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,6.63,15.25,179.666,4.0,6,11.78,Medium,Good,Food,UPI,Delivered,10,3,Jaipur
902772,Pooja Verma,9207964481,pooja.verma6@gmail.com,2026-07-08,Regular,FDS46,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,4.75,17.6,118.2782,4.0,6,6.72,Low,Good,Food,UPI,Delivered,0,5,Pune
41155,Vihaan Menon,9755253912,vihaan.menon4@yahoo.co.in,2026-03-20,Regular,FDZ21,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,3.94,17.6,95.841,4.0,6,5.45,Low,Good,Food,UPI,Delivered,0,1,Lucknow
592897,Karan Desai,9552500308,karan.desai8@yahoo.co.in,2026-04-18,Regular,FDR22,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,1.87,19.35,112.9544,4.0,6,5.84,Low,Good,Food,Cash on Delivery,Delivered,0,1,Pune
689744,Rahul Verma,9973760278,rahul.verma4@hotmail.com,2026-03-18,Regular,FDS34,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,7.72,19.35,112.7518,4.0,6,5.83,Medium,Good,Food,Card,Delivered,0,5,Lucknow
871250,Nikhil Reddy,9703321583,nikhil.reddy4@hotmail.com,2026-03-16,Regular,DRB13,Soft Drinks,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,0.71,6.12,191.153,4.0,6,31.23,Low,Good,Drinks,Card,Delivered,20,2,Lucknow
99777,Anika Kumar,9630392858,anika.kumar3@outlook.com,2026-04-09,Regular,DRC13,Soft Drinks,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,3.26,8.26,124.673,4.0,6,15.09,Low,Good,Drinks,Cash on Delivery,Returned,10,1,Pune
536883,Riya Bhatt,9674360489,riya.bhatt3@outlook.com,2026-04-06,Regular,DRY23,Soft Drinks,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,10.97,9.4,41.3112,4.0,6,4.39,Medium,Good,Drinks,Wallet,Delivered,15,3,Lucknow
598905,Arjun Nair,9883362817,arjun.nair1@outlook.com,2026-06-11,Regular,DRA24,Soft Drinks,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,4.02,19.35,164.6868,4.0,6,8.51,Low,Good,Drinks,UPI,Cancelled,0,3,Jaipur
659953,Sneha Kumar,9506094718,sneha.kumar1@yahoo.co.in,2026-04-17,Regular,FDD59,Starchy Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,6.66,10.5,80.896,4.0,6,7.7,Medium,Good,Food,Cash on Delivery,Delivered,10,5,Pune
652574,Ishaan Rao,9880695131,ishaan.rao2@yahoo.co.in,2026-05-18,Regular,FDB35,Starchy Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,6.5,12.3,92.5804,4.0,6,7.53,Medium,Good,Food,Cash on Delivery,Returned,0,3,Lucknow
633441,Rahul Sharma,9914296730,rahul.sharma3@yahoo.co.in,2026-07-16,Regular,FDC59,Starchy Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,5.49,16.7,64.2168,4.0,6,3.85,Medium,Good,Food,Wallet,Cancelled,0,4,Lucknow
840282,Priya Bhatt,9746863864,priya.bhatt2@gmail.com,2026-02-25,Low Fat,FDB52,Dairy,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,3.05,17.75,256.9672,4.0,11,14.48,Low,Good,Food,Wallet,Delivered,0,2,Lucknow
848343,Pari Reddy,9610781277,pari.reddy1@gmail.com,2026-04-05,Low Fat,FDM44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,3.11,12.5,104.999,4.0,11,8.4,Low,Good,Food,Card,Returned,20,5,Jaipur
573605,Vihaan Gupta,9949176558,vihaan.gupta5@yahoo.co.in,2026-03-05,Low Fat,FDD09,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,2.16,13.5,179.6976,4.0,6,13.31,Low,Good,Food,Cash on Delivery,Delivered,20,3,Pune
91392,Aarav Kumar,9988239162,aarav.kumar3@hotmail.com,2026-03-07,Low Fat,NCR54,Household,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,9.11,16.35,196.811,4.0,6,12.04,Medium,Good,Non-Consumable,Wallet,Delivered,5,4,Lucknow
750221,Pari Singh,9704914185,pari.singh7@outlook.com,2026-04-06,Low Fat,FDA46,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,11.83,13.6,196.2136,4.0,6,14.43,Medium,Good,Food,UPI,Delivered,0,4,Lucknow
66872,Anika Singh,9623338316,anika.singh5@hotmail.com,2026-02-24,Low Fat,FDL22,Snack Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,3.66,16.85,90.6488,4.0,6,5.38,Low,Good,Food,Card,Returned,0,5,Jaipur
703576,Ayaan Reddy,9729003724,ayaan.reddy2@hotmail.com,2026-01-29,Regular,FDI40,Frozen Foods,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,12.59,11.5,100.5358,4.0,11,8.74,Medium,Good,Food,Wallet,Delivered,0,4,Jaipur
581967,Vihaan Bhatt,9709419513,vihaan.bhatt5@yahoo.co.in,2026-07-04,Regular,FDI08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,6.64,18.2,250.1092,4.0,11,13.74,Medium,Good,Food,Card,Cancelled,5,2,Pune
654962,Aarav Desai,9074552900,aarav.desai6@yahoo.co.in,2026-06-18,Regular,FDR36,Baking Goods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,12.23,6.72,40.3454,4.0,6,6.0,Medium,Good,Food,Card,Cancelled,10,5,Jaipur
315099,Kavya Chopra,9359205708,kavya.chopra4@outlook.com,2026-06-06,Regular,FDF24,Baking Goods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,2.55,15.5,83.7934,4.0,6,5.41,Low,Good,Food,UPI,Delivered,0,5,Jaipur
489284,Vivaan Singh,9392263030,vivaan.singh4@hotmail.com,2026-02-21,Regular,FDI41,Frozen Foods,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,6.26,18.5,148.6418,4.0,6,8.03,Medium,Good,Food,UPI,Delivered,0,2,Lucknow
426241,Ishaan Chopra,9783716429,ishaan.chopra2@hotmail.com,2026-03-19,Regular,FDF57,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,5.92,14.5,170.7448,4.0,6,11.78,Medium,Good,Food,Wallet,Delivered,10,3,Jaipur
713283,Myra Patel,9461257981,myra.patel3@hotmail.com,2026-06-13,Low Fat,FDQ14,Dairy,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,6.18,9.27,150.105,4.0,9,16.19,Medium,Good,Food,Card,Delivered,5,3,Jaipur
597096,Neha Nair,9233160308,neha.nair4@hotmail.com,2026-04-25,Low Fat,FDD51,Dairy,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,11.99,11.15,44.2744,4.0,9,3.97,Medium,Good,Food,UPI,Delivered,0,3,Lucknow
791185,Neha Pillai,9992563114,neha.pillai5@gmail.com,2026-06-15,Low Fat,FDJ16,Frozen Foods,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,11.49,9.2,59.0246,4.0,9,6.42,Medium,Good,Food,Cash on Delivery,Delivered,0,2,Lucknow
228663,Krishna Agarwal,9021530804,krishna.agarwal4@yahoo.co.in,2026-04-17,Low Fat,FDP19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,17.35,11.5,129.0652,4.0,9,11.22,High,Good,Food,Card,Delivered,0,5,Pune
35241,Karan Kapoor,9027617781,karan.kapoor7@gmail.com,2026-04-05,Low Fat,NCN53,Health and Hygiene,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,3.03,5.18,37.0874,4.0,9,7.16,Low,Good,Non-Consumable,Wallet,Cancelled,0,1,Pune
206470,Pooja Agarwal,9289332345,pooja.agarwal3@yahoo.co.in,2026-03-03,Low Fat,DRE48,Soft Drinks,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,1.73,8.43,196.8768,4.0,9,23.35,Low,Good,Drinks,Cash on Delivery,Returned,0,3,Pune
879964,Vihaan Malhotra,9422317781,vihaan.malhotra4@gmail.com,2026-07-25,Low Fat,DRA12,Soft Drinks,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,6.93,11.6,141.9154,4.0,9,12.23,Medium,Good,Drinks,Card,Delivered,10,1,Lucknow
541637,Arjun Sharma,9621427656,arjun.sharma@outlook.com,2026-04-08,Low Fat,FDC48,Baking Goods,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,1.59,9.2,81.6592,4.0,9,8.88,Low,Good,Food,UPI,Delivered,15,5,Jaipur
860972,Sai Kumar,9570762141,sai.kumar5@hotmail.com,2026-06-21,Low Fat,FDI24,Baking Goods,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,7.87,10.3,178.437,4.0,9,17.32,Medium,Good,Food,Card,Cancelled,10,2,Jaipur
490233,Neha Nair,9635021421,neha.nair3@yahoo.co.in,2026-03-29,Low Fat,FDO24,Baking Goods,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,17.62,11.1,158.1604,4.0,9,14.25,High,Good,Food,UPI,Cancelled,0,4,Pune
228898,Sai Desai,9061141064,sai.desai1@yahoo.co.in,2026-03-10,Low Fat,FDW36,Baking Goods,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,5.69,11.15,107.1622,4.0,9,9.61,Medium,Good,Food,UPI,Delivered,5,2,Lucknow
138087,Rahul Pillai,9558200941,rahul.pillai7@yahoo.co.in,2026-02-13,Low Fat,FDZ60,Baking Goods,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,11.93,20.5,106.0596,4.0,9,5.17,Medium,Good,Food,UPI,Delivered,20,2,Lucknow
752528,Reyansh Bhatt,9244516194,reyansh.bhatt3@gmail.com,2026-04-15,Low Fat,FDW35,Breads,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,1.11,10.6,41.4454,4.0,9,3.91,Low,Good,Food,Cash on Delivery,Delivered,0,5,Jaipur
